parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:8,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:9,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:10,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:11,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:12,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:13,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:14,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,14,q
