parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:8,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:9,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:10,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,10,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:11,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,11,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:12,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,12,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:13,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,13,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,14,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:14,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,14,q
