,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
296,32,31,14,"(32, 31, 14)",r:32_c:31_sp:14,p_inst:0,1.0,1.0
297,31,59,14,"(31, 59, 14)",r:31_c:59_sp:14,p_inst:0,1.0,1.0
298,35,61,14,"(35, 61, 14)",r:35_c:61_sp:14,p_inst:0,1.0,1.0
299,43,61,14,"(43, 61, 14)",r:43_c:61_sp:14,p_inst:0,1.0,1.0
300,70,59,15,"(70, 59, 15)",r:70_c:59_sp:15,p_inst:0,1.0,1.0
301,37,34,15,"(37, 34, 15)",r:37_c:34_sp:15,p_inst:0,1.0,1.0
302,31,49,15,"(31, 49, 15)",r:31_c:49_sp:15,p_inst:0,1.0,1.0
303,77,44,15,"(77, 44, 15)",r:77_c:44_sp:15,p_inst:0,1.0,1.0
304,47,49,15,"(47, 49, 15)",r:47_c:49_sp:15,p_inst:0,1.0,1.0
305,45,51,15,"(45, 51, 15)",r:45_c:51_sp:15,p_inst:0,1.0,1.0
306,44,39,15,"(44, 39, 15)",r:44_c:39_sp:15,p_inst:0,1.0,1.0
307,38,59,15,"(38, 59, 15)",r:38_c:59_sp:15,p_inst:0,1.0,1.0
308,77,34,15,"(77, 34, 15)",r:77_c:34_sp:15,p_inst:0,1.0,1.0
309,36,47,15,"(36, 47, 15)",r:36_c:47_sp:15,p_inst:0,1.0,1.0
310,73,39,15,"(73, 39, 15)",r:73_c:39_sp:15,p_inst:0,1.0,1.0
311,77,42,15,"(77, 42, 15)",r:77_c:42_sp:15,p_inst:0,1.0,1.0
312,64,58,15,"(64, 58, 15)",r:64_c:58_sp:15,p_inst:0,1.0,1.0
313,35,48,15,"(35, 48, 15)",r:35_c:48_sp:15,p_inst:0,1.0,1.0
314,67,55,15,"(67, 55, 15)",r:67_c:55_sp:15,p_inst:0,1.0,1.0
315,57,30,15,"(57, 30, 15)",r:57_c:30_sp:15,p_inst:0,1.0,1.0
316,32,31,15,"(32, 31, 15)",r:32_c:31_sp:15,p_inst:0,1.0,1.0
317,31,59,15,"(31, 59, 15)",r:31_c:59_sp:15,p_inst:0,1.0,1.0
318,35,61,15,"(35, 61, 15)",r:35_c:61_sp:15,p_inst:0,1.0,1.0
319,43,61,15,"(43, 61, 15)",r:43_c:61_sp:15,p_inst:0,1.0,1.0
320,70,59,16,"(70, 59, 16)",r:70_c:59_sp:16,p_inst:0,1.0,1.0
321,37,34,16,"(37, 34, 16)",r:37_c:34_sp:16,p_inst:0,1.0,1.0
322,31,49,16,"(31, 49, 16)",r:31_c:49_sp:16,p_inst:0,1.0,1.0
323,77,44,16,"(77, 44, 16)",r:77_c:44_sp:16,p_inst:0,1.0,1.0
324,47,49,16,"(47, 49, 16)",r:47_c:49_sp:16,p_inst:0,1.0,1.0
325,45,51,16,"(45, 51, 16)",r:45_c:51_sp:16,p_inst:0,1.0,1.0
326,44,39,16,"(44, 39, 16)",r:44_c:39_sp:16,p_inst:0,1.0,1.0
327,38,59,16,"(38, 59, 16)",r:38_c:59_sp:16,p_inst:0,1.0,1.0
328,77,34,16,"(77, 34, 16)",r:77_c:34_sp:16,p_inst:0,1.0,1.0
329,36,47,16,"(36, 47, 16)",r:36_c:47_sp:16,p_inst:0,1.0,1.0
330,73,39,16,"(73, 39, 16)",r:73_c:39_sp:16,p_inst:0,1.0,1.0
331,77,42,16,"(77, 42, 16)",r:77_c:42_sp:16,p_inst:0,1.0,1.0
332,64,58,16,"(64, 58, 16)",r:64_c:58_sp:16,p_inst:0,1.0,1.0
333,35,48,16,"(35, 48, 16)",r:35_c:48_sp:16,p_inst:0,1.0,1.0
334,67,55,16,"(67, 55, 16)",r:67_c:55_sp:16,p_inst:0,1.0,1.0
335,57,30,16,"(57, 30, 16)",r:57_c:30_sp:16,p_inst:0,1.0,1.0
336,32,31,16,"(32, 31, 16)",r:32_c:31_sp:16,p_inst:0,1.0,1.0
337,31,59,16,"(31, 59, 16)",r:31_c:59_sp:16,p_inst:0,1.0,1.0
338,35,61,16,"(35, 61, 16)",r:35_c:61_sp:16,p_inst:0,1.0,1.0
339,43,61,16,"(43, 61, 16)",r:43_c:61_sp:16,p_inst:0,1.0,1.0
340,70,59,17,"(70, 59, 17)",r:70_c:59_sp:17,p_inst:0,1.0,1.0
341,37,34,17,"(37, 34, 17)",r:37_c:34_sp:17,p_inst:0,1.0,1.0
342,31,49,17,"(31, 49, 17)",r:31_c:49_sp:17,p_inst:0,1.0,1.0
343,77,44,17,"(77, 44, 17)",r:77_c:44_sp:17,p_inst:0,1.0,1.0
344,47,49,17,"(47, 49, 17)",r:47_c:49_sp:17,p_inst:0,1.0,1.0
345,45,51,17,"(45, 51, 17)",r:45_c:51_sp:17,p_inst:0,1.0,1.0
346,44,39,17,"(44, 39, 17)",r:44_c:39_sp:17,p_inst:0,1.0,1.0
347,38,59,17,"(38, 59, 17)",r:38_c:59_sp:17,p_inst:0,1.0,1.0
348,77,34,17,"(77, 34, 17)",r:77_c:34_sp:17,p_inst:0,1.0,1.0
349,36,47,17,"(36, 47, 17)",r:36_c:47_sp:17,p_inst:0,1.0,1.0
350,73,39,17,"(73, 39, 17)",r:73_c:39_sp:17,p_inst:0,1.0,1.0
351,77,42,17,"(77, 42, 17)",r:77_c:42_sp:17,p_inst:0,1.0,1.0
352,64,58,17,"(64, 58, 17)",r:64_c:58_sp:17,p_inst:0,1.0,1.0
353,35,48,17,"(35, 48, 17)",r:35_c:48_sp:17,p_inst:0,1.0,1.0
354,67,55,17,"(67, 55, 17)",r:67_c:55_sp:17,p_inst:0,1.0,1.0
355,57,30,17,"(57, 30, 17)",r:57_c:30_sp:17,p_inst:0,1.0,1.0
356,32,31,17,"(32, 31, 17)",r:32_c:31_sp:17,p_inst:0,1.0,1.0
357,31,59,17,"(31, 59, 17)",r:31_c:59_sp:17,p_inst:0,1.0,1.0
358,35,61,17,"(35, 61, 17)",r:35_c:61_sp:17,p_inst:0,1.0,1.0
359,43,61,17,"(43, 61, 17)",r:43_c:61_sp:17,p_inst:0,1.0,1.0
360,70,59,18,"(70, 59, 18)",r:70_c:59_sp:18,p_inst:0,1.0,1.0
361,37,34,18,"(37, 34, 18)",r:37_c:34_sp:18,p_inst:0,1.0,1.0
362,31,49,18,"(31, 49, 18)",r:31_c:49_sp:18,p_inst:0,1.0,1.0
363,77,44,18,"(77, 44, 18)",r:77_c:44_sp:18,p_inst:0,1.0,1.0
364,47,49,18,"(47, 49, 18)",r:47_c:49_sp:18,p_inst:0,1.0,1.0
365,45,51,18,"(45, 51, 18)",r:45_c:51_sp:18,p_inst:0,1.0,1.0
366,44,39,18,"(44, 39, 18)",r:44_c:39_sp:18,p_inst:0,1.0,1.0
367,38,59,18,"(38, 59, 18)",r:38_c:59_sp:18,p_inst:0,1.0,1.0
368,77,34,18,"(77, 34, 18)",r:77_c:34_sp:18,p_inst:0,1.0,1.0
369,36,47,18,"(36, 47, 18)",r:36_c:47_sp:18,p_inst:0,1.0,1.0
370,73,39,18,"(73, 39, 18)",r:73_c:39_sp:18,p_inst:0,1.0,1.0
371,77,42,18,"(77, 42, 18)",r:77_c:42_sp:18,p_inst:0,1.0,1.0
372,64,58,18,"(64, 58, 18)",r:64_c:58_sp:18,p_inst:0,1.0,1.0
373,35,48,18,"(35, 48, 18)",r:35_c:48_sp:18,p_inst:0,1.0,1.0
374,67,55,18,"(67, 55, 18)",r:67_c:55_sp:18,p_inst:0,1.0,1.0
375,57,30,18,"(57, 30, 18)",r:57_c:30_sp:18,p_inst:0,1.0,1.0
376,32,31,18,"(32, 31, 18)",r:32_c:31_sp:18,p_inst:0,1.0,1.0
377,31,59,18,"(31, 59, 18)",r:31_c:59_sp:18,p_inst:0,1.0,1.0
378,35,61,18,"(35, 61, 18)",r:35_c:61_sp:18,p_inst:0,1.0,1.0
379,43,61,18,"(43, 61, 18)",r:43_c:61_sp:18,p_inst:0,1.0,1.0
380,70,59,19,"(70, 59, 19)",r:70_c:59_sp:19,p_inst:0,1.0,1.0
381,37,34,19,"(37, 34, 19)",r:37_c:34_sp:19,p_inst:0,1.0,1.0
382,31,49,19,"(31, 49, 19)",r:31_c:49_sp:19,p_inst:0,1.0,1.0
383,77,44,19,"(77, 44, 19)",r:77_c:44_sp:19,p_inst:0,1.0,1.0
384,47,49,19,"(47, 49, 19)",r:47_c:49_sp:19,p_inst:0,1.0,1.0
385,45,51,19,"(45, 51, 19)",r:45_c:51_sp:19,p_inst:0,1.0,1.0
386,44,39,19,"(44, 39, 19)",r:44_c:39_sp:19,p_inst:0,1.0,1.0
387,38,59,19,"(38, 59, 19)",r:38_c:59_sp:19,p_inst:0,1.0,1.0
388,77,34,19,"(77, 34, 19)",r:77_c:34_sp:19,p_inst:0,1.0,1.0
389,36,47,19,"(36, 47, 19)",r:36_c:47_sp:19,p_inst:0,1.0,1.0
390,73,39,19,"(73, 39, 19)",r:73_c:39_sp:19,p_inst:0,1.0,1.0
391,77,42,19,"(77, 42, 19)",r:77_c:42_sp:19,p_inst:0,1.0,1.0
392,64,58,19,"(64, 58, 19)",r:64_c:58_sp:19,p_inst:0,1.0,1.0
393,35,48,19,"(35, 48, 19)",r:35_c:48_sp:19,p_inst:0,1.0,1.0
394,67,55,19,"(67, 55, 19)",r:67_c:55_sp:19,p_inst:0,1.0,1.0
395,57,30,19,"(57, 30, 19)",r:57_c:30_sp:19,p_inst:0,1.0,1.0
396,32,31,19,"(32, 31, 19)",r:32_c:31_sp:19,p_inst:0,1.0,1.0
397,31,59,19,"(31, 59, 19)",r:31_c:59_sp:19,p_inst:0,1.0,1.0
398,35,61,19,"(35, 61, 19)",r:35_c:61_sp:19,p_inst:0,1.0,1.0
399,43,61,19,"(43, 61, 19)",r:43_c:61_sp:19,p_inst:0,1.0,1.0
400,70,59,20,"(70, 59, 20)",r:70_c:59_sp:20,p_inst:0,1.0,1.0
401,37,34,20,"(37, 34, 20)",r:37_c:34_sp:20,p_inst:0,1.0,1.0
402,31,49,20,"(31, 49, 20)",r:31_c:49_sp:20,p_inst:0,1.0,1.0
403,77,44,20,"(77, 44, 20)",r:77_c:44_sp:20,p_inst:0,1.0,1.0
404,47,49,20,"(47, 49, 20)",r:47_c:49_sp:20,p_inst:0,1.0,1.0
405,45,51,20,"(45, 51, 20)",r:45_c:51_sp:20,p_inst:0,1.0,1.0
406,44,39,20,"(44, 39, 20)",r:44_c:39_sp:20,p_inst:0,1.0,1.0
407,38,59,20,"(38, 59, 20)",r:38_c:59_sp:20,p_inst:0,1.0,1.0
408,77,34,20,"(77, 34, 20)",r:77_c:34_sp:20,p_inst:0,1.0,1.0
409,36,47,20,"(36, 47, 20)",r:36_c:47_sp:20,p_inst:0,1.0,1.0
410,73,39,20,"(73, 39, 20)",r:73_c:39_sp:20,p_inst:0,1.0,1.0
411,77,42,20,"(77, 42, 20)",r:77_c:42_sp:20,p_inst:0,1.0,1.0
412,64,58,20,"(64, 58, 20)",r:64_c:58_sp:20,p_inst:0,1.0,1.0
413,35,48,20,"(35, 48, 20)",r:35_c:48_sp:20,p_inst:0,1.0,1.0
414,67,55,20,"(67, 55, 20)",r:67_c:55_sp:20,p_inst:0,1.0,1.0
415,57,30,20,"(57, 30, 20)",r:57_c:30_sp:20,p_inst:0,1.0,1.0
416,32,31,20,"(32, 31, 20)",r:32_c:31_sp:20,p_inst:0,1.0,1.0
417,31,59,20,"(31, 59, 20)",r:31_c:59_sp:20,p_inst:0,1.0,1.0
418,35,61,20,"(35, 61, 20)",r:35_c:61_sp:20,p_inst:0,1.0,1.0
419,43,61,20,"(43, 61, 20)",r:43_c:61_sp:20,p_inst:0,1.0,1.0
420,70,59,21,"(70, 59, 21)",r:70_c:59_sp:21,p_inst:0,1.0,1.0
421,37,34,21,"(37, 34, 21)",r:37_c:34_sp:21,p_inst:0,1.0,1.0
422,31,49,21,"(31, 49, 21)",r:31_c:49_sp:21,p_inst:0,1.0,1.0
423,77,44,21,"(77, 44, 21)",r:77_c:44_sp:21,p_inst:0,1.0,1.0
424,47,49,21,"(47, 49, 21)",r:47_c:49_sp:21,p_inst:0,1.0,1.0
425,45,51,21,"(45, 51, 21)",r:45_c:51_sp:21,p_inst:0,1.0,1.0
426,44,39,21,"(44, 39, 21)",r:44_c:39_sp:21,p_inst:0,1.0,1.0
427,38,59,21,"(38, 59, 21)",r:38_c:59_sp:21,p_inst:0,1.0,1.0
428,77,34,21,"(77, 34, 21)",r:77_c:34_sp:21,p_inst:0,1.0,1.0
429,36,47,21,"(36, 47, 21)",r:36_c:47_sp:21,p_inst:0,1.0,1.0
430,73,39,21,"(73, 39, 21)",r:73_c:39_sp:21,p_inst:0,1.0,1.0
431,77,42,21,"(77, 42, 21)",r:77_c:42_sp:21,p_inst:0,1.0,1.0
432,64,58,21,"(64, 58, 21)",r:64_c:58_sp:21,p_inst:0,1.0,1.0
433,35,48,21,"(35, 48, 21)",r:35_c:48_sp:21,p_inst:0,1.0,1.0
434,67,55,21,"(67, 55, 21)",r:67_c:55_sp:21,p_inst:0,1.0,1.0
435,57,30,21,"(57, 30, 21)",r:57_c:30_sp:21,p_inst:0,1.0,1.0
436,32,31,21,"(32, 31, 21)",r:32_c:31_sp:21,p_inst:0,1.0,1.0
437,31,59,21,"(31, 59, 21)",r:31_c:59_sp:21,p_inst:0,1.0,1.0
438,35,61,21,"(35, 61, 21)",r:35_c:61_sp:21,p_inst:0,1.0,1.0
439,43,61,21,"(43, 61, 21)",r:43_c:61_sp:21,p_inst:0,1.0,1.0
440,70,59,22,"(70, 59, 22)",r:70_c:59_sp:22,p_inst:0,1.0,1.0
441,37,34,22,"(37, 34, 22)",r:37_c:34_sp:22,p_inst:0,1.0,1.0
442,31,49,22,"(31, 49, 22)",r:31_c:49_sp:22,p_inst:0,1.0,1.0
443,77,44,22,"(77, 44, 22)",r:77_c:44_sp:22,p_inst:0,1.0,1.0
444,47,49,22,"(47, 49, 22)",r:47_c:49_sp:22,p_inst:0,1.0,1.0
445,45,51,22,"(45, 51, 22)",r:45_c:51_sp:22,p_inst:0,1.0,1.0
446,44,39,22,"(44, 39, 22)",r:44_c:39_sp:22,p_inst:0,1.0,1.0
447,38,59,22,"(38, 59, 22)",r:38_c:59_sp:22,p_inst:0,1.0,1.0
448,77,34,22,"(77, 34, 22)",r:77_c:34_sp:22,p_inst:0,1.0,1.0
449,36,47,22,"(36, 47, 22)",r:36_c:47_sp:22,p_inst:0,1.0,1.0
450,73,39,22,"(73, 39, 22)",r:73_c:39_sp:22,p_inst:0,1.0,1.0
451,77,42,22,"(77, 42, 22)",r:77_c:42_sp:22,p_inst:0,1.0,1.0
452,64,58,22,"(64, 58, 22)",r:64_c:58_sp:22,p_inst:0,1.0,1.0
453,35,48,22,"(35, 48, 22)",r:35_c:48_sp:22,p_inst:0,1.0,1.0
454,67,55,22,"(67, 55, 22)",r:67_c:55_sp:22,p_inst:0,1.0,1.0
455,57,30,22,"(57, 30, 22)",r:57_c:30_sp:22,p_inst:0,1.0,1.0
456,32,31,22,"(32, 31, 22)",r:32_c:31_sp:22,p_inst:0,1.0,1.0
457,31,59,22,"(31, 59, 22)",r:31_c:59_sp:22,p_inst:0,1.0,1.0
458,35,61,22,"(35, 61, 22)",r:35_c:61_sp:22,p_inst:0,1.0,1.0
459,43,61,22,"(43, 61, 22)",r:43_c:61_sp:22,p_inst:0,1.0,1.0
460,70,59,23,"(70, 59, 23)",r:70_c:59_sp:23,p_inst:0,1.0,1.0
461,37,34,23,"(37, 34, 23)",r:37_c:34_sp:23,p_inst:0,1.0,1.0
462,31,49,23,"(31, 49, 23)",r:31_c:49_sp:23,p_inst:0,1.0,1.0
463,77,44,23,"(77, 44, 23)",r:77_c:44_sp:23,p_inst:0,1.0,1.0
464,47,49,23,"(47, 49, 23)",r:47_c:49_sp:23,p_inst:0,1.0,1.0
465,45,51,23,"(45, 51, 23)",r:45_c:51_sp:23,p_inst:0,1.0,1.0
466,44,39,23,"(44, 39, 23)",r:44_c:39_sp:23,p_inst:0,1.0,1.0
467,38,59,23,"(38, 59, 23)",r:38_c:59_sp:23,p_inst:0,1.0,1.0
468,77,34,23,"(77, 34, 23)",r:77_c:34_sp:23,p_inst:0,1.0,1.0
469,36,47,23,"(36, 47, 23)",r:36_c:47_sp:23,p_inst:0,1.0,1.0
470,73,39,23,"(73, 39, 23)",r:73_c:39_sp:23,p_inst:0,1.0,1.0
471,77,42,23,"(77, 42, 23)",r:77_c:42_sp:23,p_inst:0,1.0,1.0
472,64,58,23,"(64, 58, 23)",r:64_c:58_sp:23,p_inst:0,1.0,1.0
473,35,48,23,"(35, 48, 23)",r:35_c:48_sp:23,p_inst:0,1.0,1.0
474,67,55,23,"(67, 55, 23)",r:67_c:55_sp:23,p_inst:0,1.0,1.0
475,57,30,23,"(57, 30, 23)",r:57_c:30_sp:23,p_inst:0,1.0,1.0
476,32,31,23,"(32, 31, 23)",r:32_c:31_sp:23,p_inst:0,1.0,1.0
477,31,59,23,"(31, 59, 23)",r:31_c:59_sp:23,p_inst:0,1.0,1.0
478,35,61,23,"(35, 61, 23)",r:35_c:61_sp:23,p_inst:0,1.0,1.0
479,43,61,23,"(43, 61, 23)",r:43_c:61_sp:23,p_inst:0,1.0,1.0
480,70,59,24,"(70, 59, 24)",r:70_c:59_sp:24,p_inst:0,1.0,1.0
481,37,34,24,"(37, 34, 24)",r:37_c:34_sp:24,p_inst:0,1.0,1.0
482,31,49,24,"(31, 49, 24)",r:31_c:49_sp:24,p_inst:0,1.0,1.0
483,77,44,24,"(77, 44, 24)",r:77_c:44_sp:24,p_inst:0,1.0,1.0
484,47,49,24,"(47, 49, 24)",r:47_c:49_sp:24,p_inst:0,1.0,1.0
485,45,51,24,"(45, 51, 24)",r:45_c:51_sp:24,p_inst:0,1.0,1.0
486,44,39,24,"(44, 39, 24)",r:44_c:39_sp:24,p_inst:0,1.0,1.0
487,38,59,24,"(38, 59, 24)",r:38_c:59_sp:24,p_inst:0,1.0,1.0
488,77,34,24,"(77, 34, 24)",r:77_c:34_sp:24,p_inst:0,1.0,1.0
489,36,47,24,"(36, 47, 24)",r:36_c:47_sp:24,p_inst:0,1.0,1.0
490,73,39,24,"(73, 39, 24)",r:73_c:39_sp:24,p_inst:0,1.0,1.0
491,77,42,24,"(77, 42, 24)",r:77_c:42_sp:24,p_inst:0,1.0,1.0
492,64,58,24,"(64, 58, 24)",r:64_c:58_sp:24,p_inst:0,1.0,1.0
493,35,48,24,"(35, 48, 24)",r:35_c:48_sp:24,p_inst:0,1.0,1.0
494,67,55,24,"(67, 55, 24)",r:67_c:55_sp:24,p_inst:0,1.0,1.0
495,57,30,24,"(57, 30, 24)",r:57_c:30_sp:24,p_inst:0,1.0,1.0
496,32,31,24,"(32, 31, 24)",r:32_c:31_sp:24,p_inst:0,1.0,1.0
497,31,59,24,"(31, 59, 24)",r:31_c:59_sp:24,p_inst:0,1.0,1.0
498,35,61,24,"(35, 61, 24)",r:35_c:61_sp:24,p_inst:0,1.0,1.0
499,43,61,24,"(43, 61, 24)",r:43_c:61_sp:24,p_inst:0,1.0,1.0
500,70,59,25,"(70, 59, 25)",r:70_c:59_sp:25,p_inst:0,1.0,1.0
501,37,34,25,"(37, 34, 25)",r:37_c:34_sp:25,p_inst:0,1.0,1.0
502,31,49,25,"(31, 49, 25)",r:31_c:49_sp:25,p_inst:0,1.0,1.0
503,77,44,25,"(77, 44, 25)",r:77_c:44_sp:25,p_inst:0,1.0,1.0
504,47,49,25,"(47, 49, 25)",r:47_c:49_sp:25,p_inst:0,1.0,1.0
505,45,51,25,"(45, 51, 25)",r:45_c:51_sp:25,p_inst:0,1.0,1.0
506,44,39,25,"(44, 39, 25)",r:44_c:39_sp:25,p_inst:0,1.0,1.0
507,38,59,25,"(38, 59, 25)",r:38_c:59_sp:25,p_inst:0,1.0,1.0
508,77,34,25,"(77, 34, 25)",r:77_c:34_sp:25,p_inst:0,1.0,1.0
509,36,47,25,"(36, 47, 25)",r:36_c:47_sp:25,p_inst:0,1.0,1.0
510,73,39,25,"(73, 39, 25)",r:73_c:39_sp:25,p_inst:0,1.0,1.0
511,77,42,25,"(77, 42, 25)",r:77_c:42_sp:25,p_inst:0,1.0,1.0
512,64,58,25,"(64, 58, 25)",r:64_c:58_sp:25,p_inst:0,1.0,1.0
513,35,48,25,"(35, 48, 25)",r:35_c:48_sp:25,p_inst:0,1.0,1.0
514,67,55,25,"(67, 55, 25)",r:67_c:55_sp:25,p_inst:0,1.0,1.0
515,57,30,25,"(57, 30, 25)",r:57_c:30_sp:25,p_inst:0,1.0,1.0
516,32,31,25,"(32, 31, 25)",r:32_c:31_sp:25,p_inst:0,1.0,1.0
517,31,59,25,"(31, 59, 25)",r:31_c:59_sp:25,p_inst:0,1.0,1.0
518,35,61,25,"(35, 61, 25)",r:35_c:61_sp:25,p_inst:0,1.0,1.0
519,43,61,25,"(43, 61, 25)",r:43_c:61_sp:25,p_inst:0,1.0,1.0
520,70,59,26,"(70, 59, 26)",r:70_c:59_sp:26,p_inst:0,1.0,1.0
521,37,34,26,"(37, 34, 26)",r:37_c:34_sp:26,p_inst:0,1.0,1.0
522,31,49,26,"(31, 49, 26)",r:31_c:49_sp:26,p_inst:0,1.0,1.0
523,77,44,26,"(77, 44, 26)",r:77_c:44_sp:26,p_inst:0,1.0,1.0
524,47,49,26,"(47, 49, 26)",r:47_c:49_sp:26,p_inst:0,1.0,1.0
525,45,51,26,"(45, 51, 26)",r:45_c:51_sp:26,p_inst:0,1.0,1.0
526,44,39,26,"(44, 39, 26)",r:44_c:39_sp:26,p_inst:0,1.0,1.0
527,38,59,26,"(38, 59, 26)",r:38_c:59_sp:26,p_inst:0,1.0,1.0
528,77,34,26,"(77, 34, 26)",r:77_c:34_sp:26,p_inst:0,1.0,1.0
529,36,47,26,"(36, 47, 26)",r:36_c:47_sp:26,p_inst:0,1.0,1.0
530,73,39,26,"(73, 39, 26)",r:73_c:39_sp:26,p_inst:0,1.0,1.0
531,77,42,26,"(77, 42, 26)",r:77_c:42_sp:26,p_inst:0,1.0,1.0
532,64,58,26,"(64, 58, 26)",r:64_c:58_sp:26,p_inst:0,1.0,1.0
533,35,48,26,"(35, 48, 26)",r:35_c:48_sp:26,p_inst:0,1.0,1.0
534,67,55,26,"(67, 55, 26)",r:67_c:55_sp:26,p_inst:0,1.0,1.0
535,57,30,26,"(57, 30, 26)",r:57_c:30_sp:26,p_inst:0,1.0,1.0
536,32,31,26,"(32, 31, 26)",r:32_c:31_sp:26,p_inst:0,1.0,1.0
537,31,59,26,"(31, 59, 26)",r:31_c:59_sp:26,p_inst:0,1.0,1.0
538,35,61,26,"(35, 61, 26)",r:35_c:61_sp:26,p_inst:0,1.0,1.0
539,43,61,26,"(43, 61, 26)",r:43_c:61_sp:26,p_inst:0,1.0,1.0
540,70,59,27,"(70, 59, 27)",r:70_c:59_sp:27,p_inst:0,1.0,1.0
541,37,34,27,"(37, 34, 27)",r:37_c:34_sp:27,p_inst:0,1.0,1.0
542,31,49,27,"(31, 49, 27)",r:31_c:49_sp:27,p_inst:0,1.0,1.0
543,77,44,27,"(77, 44, 27)",r:77_c:44_sp:27,p_inst:0,1.0,1.0
544,47,49,27,"(47, 49, 27)",r:47_c:49_sp:27,p_inst:0,1.0,1.0
545,45,51,27,"(45, 51, 27)",r:45_c:51_sp:27,p_inst:0,1.0,1.0
546,44,39,27,"(44, 39, 27)",r:44_c:39_sp:27,p_inst:0,1.0,1.0
547,38,59,27,"(38, 59, 27)",r:38_c:59_sp:27,p_inst:0,1.0,1.0
548,77,34,27,"(77, 34, 27)",r:77_c:34_sp:27,p_inst:0,1.0,1.0
549,36,47,27,"(36, 47, 27)",r:36_c:47_sp:27,p_inst:0,1.0,1.0
550,73,39,27,"(73, 39, 27)",r:73_c:39_sp:27,p_inst:0,1.0,1.0
551,77,42,27,"(77, 42, 27)",r:77_c:42_sp:27,p_inst:0,1.0,1.0
552,64,58,27,"(64, 58, 27)",r:64_c:58_sp:27,p_inst:0,1.0,1.0
553,35,48,27,"(35, 48, 27)",r:35_c:48_sp:27,p_inst:0,1.0,1.0
554,67,55,27,"(67, 55, 27)",r:67_c:55_sp:27,p_inst:0,1.0,1.0
555,57,30,27,"(57, 30, 27)",r:57_c:30_sp:27,p_inst:0,1.0,1.0
556,32,31,27,"(32, 31, 27)",r:32_c:31_sp:27,p_inst:0,1.0,1.0
557,31,59,27,"(31, 59, 27)",r:31_c:59_sp:27,p_inst:0,1.0,1.0
558,35,61,27,"(35, 61, 27)",r:35_c:61_sp:27,p_inst:0,1.0,1.0
559,43,61,27,"(43, 61, 27)",r:43_c:61_sp:27,p_inst:0,1.0,1.0
560,70,59,28,"(70, 59, 28)",r:70_c:59_sp:28,p_inst:0,1.0,1.0
561,37,34,28,"(37, 34, 28)",r:37_c:34_sp:28,p_inst:0,1.0,1.0
562,31,49,28,"(31, 49, 28)",r:31_c:49_sp:28,p_inst:0,1.0,1.0
563,77,44,28,"(77, 44, 28)",r:77_c:44_sp:28,p_inst:0,1.0,1.0
564,47,49,28,"(47, 49, 28)",r:47_c:49_sp:28,p_inst:0,1.0,1.0
565,45,51,28,"(45, 51, 28)",r:45_c:51_sp:28,p_inst:0,1.0,1.0
566,44,39,28,"(44, 39, 28)",r:44_c:39_sp:28,p_inst:0,1.0,1.0
567,38,59,28,"(38, 59, 28)",r:38_c:59_sp:28,p_inst:0,1.0,1.0
568,77,34,28,"(77, 34, 28)",r:77_c:34_sp:28,p_inst:0,1.0,1.0
569,36,47,28,"(36, 47, 28)",r:36_c:47_sp:28,p_inst:0,1.0,1.0
570,73,39,28,"(73, 39, 28)",r:73_c:39_sp:28,p_inst:0,1.0,1.0
571,77,42,28,"(77, 42, 28)",r:77_c:42_sp:28,p_inst:0,1.0,1.0
572,64,58,28,"(64, 58, 28)",r:64_c:58_sp:28,p_inst:0,1.0,1.0
573,35,48,28,"(35, 48, 28)",r:35_c:48_sp:28,p_inst:0,1.0,1.0
574,67,55,28,"(67, 55, 28)",r:67_c:55_sp:28,p_inst:0,1.0,1.0
575,57,30,28,"(57, 30, 28)",r:57_c:30_sp:28,p_inst:0,1.0,1.0
576,32,31,28,"(32, 31, 28)",r:32_c:31_sp:28,p_inst:0,1.0,1.0
577,31,59,28,"(31, 59, 28)",r:31_c:59_sp:28,p_inst:0,1.0,1.0
578,35,61,28,"(35, 61, 28)",r:35_c:61_sp:28,p_inst:0,1.0,1.0
579,43,61,28,"(43, 61, 28)",r:43_c:61_sp:28,p_inst:0,1.0,1.0
580,70,59,29,"(70, 59, 29)",r:70_c:59_sp:29,p_inst:0,1.0,1.0
581,37,34,29,"(37, 34, 29)",r:37_c:34_sp:29,p_inst:0,1.0,1.0
582,31,49,29,"(31, 49, 29)",r:31_c:49_sp:29,p_inst:0,1.0,1.0
583,77,44,29,"(77, 44, 29)",r:77_c:44_sp:29,p_inst:0,1.0,1.0
584,47,49,29,"(47, 49, 29)",r:47_c:49_sp:29,p_inst:0,1.0,1.0
585,45,51,29,"(45, 51, 29)",r:45_c:51_sp:29,p_inst:0,1.0,1.0
586,44,39,29,"(44, 39, 29)",r:44_c:39_sp:29,p_inst:0,1.0,1.0
587,38,59,29,"(38, 59, 29)",r:38_c:59_sp:29,p_inst:0,1.0,1.0
588,77,34,29,"(77, 34, 29)",r:77_c:34_sp:29,p_inst:0,1.0,1.0
589,36,47,29,"(36, 47, 29)",r:36_c:47_sp:29,p_inst:0,1.0,1.0
590,73,39,29,"(73, 39, 29)",r:73_c:39_sp:29,p_inst:0,1.0,1.0
591,77,42,29,"(77, 42, 29)",r:77_c:42_sp:29,p_inst:0,1.0,1.0
592,64,58,29,"(64, 58, 29)",r:64_c:58_sp:29,p_inst:0,1.0,1.0
