well_id,r,c,sp,q
10,73,39,44,220.2881261538461
11,77,42,44,1164.9345178846154
12,64,58,44,1541.7124246153846
13,35,48,44,400.30542346153845
14,67,55,44,607.4084
15,57,30,44,1310.1816323076926
16,32,31,44,955.9051778846152
17,31,59,44,847.6870615384614
18,35,61,44,857.2358342307693
19,43,61,44,481.2311495
0,70,59,45,1212.7632748076924
1,37,34,45,204.9523823846154
2,31,49,45,1079.9337984615386
3,77,44,45,537.9391430769231
4,47,49,45,245.11182403846152
5,45,51,45,151.85958969230768
6,44,39,45,419.317888
7,38,59,45,423.63022523076927
8,77,34,45,297.504448
9,36,47,45,758.2215769230769
10,73,39,45,220.2881261538461
11,77,42,45,1164.9345178846154
12,64,58,45,1541.7124246153846
13,35,48,45,400.30542346153845
14,67,55,45,607.4084
15,57,30,45,1310.1816323076926
16,32,31,45,955.9051778846152
17,31,59,45,847.6870615384614
18,35,61,45,857.2358342307693
19,43,61,45,481.2311495
0,70,59,46,1212.7632748076924
1,37,34,46,204.9523823846154
2,31,49,46,1079.9337984615386
3,77,44,46,537.9391430769231
4,47,49,46,245.11182403846152
5,45,51,46,151.85958969230768
6,44,39,46,419.317888
7,38,59,46,423.63022523076927
8,77,34,46,297.504448
9,36,47,46,758.2215769230769
10,73,39,46,220.2881261538461
11,77,42,46,1164.9345178846154
12,64,58,46,1541.7124246153846
13,35,48,46,400.30542346153845
14,67,55,46,607.4084
15,57,30,46,1310.1816323076926
16,32,31,46,955.9051778846152
17,31,59,46,847.6870615384614
18,35,61,46,857.2358342307693
19,43,61,46,481.2311495
0,70,59,47,1212.7632748076924
1,37,34,47,204.9523823846154
2,31,49,47,1079.9337984615386
3,77,44,47,537.9391430769231
4,47,49,47,245.11182403846152
5,45,51,47,151.85958969230768
6,44,39,47,419.317888
7,38,59,47,423.63022523076927
8,77,34,47,297.504448
9,36,47,47,758.2215769230769
10,73,39,47,220.2881261538461
11,77,42,47,1164.9345178846154
12,64,58,47,1541.7124246153846
13,35,48,47,400.30542346153845
14,67,55,47,607.4084
15,57,30,47,1310.1816323076926
16,32,31,47,955.9051778846152
17,31,59,47,847.6870615384614
18,35,61,47,857.2358342307693
19,43,61,47,481.2311495
0,70,59,48,1212.7632748076924
1,37,34,48,204.9523823846154
2,31,49,48,1079.9337984615386
3,77,44,48,537.9391430769231
4,47,49,48,245.11182403846152
5,45,51,48,151.85958969230768
6,44,39,48,419.317888
7,38,59,48,423.63022523076927
8,77,34,48,297.504448
9,36,47,48,758.2215769230769
10,73,39,48,220.2881261538461
11,77,42,48,1164.9345178846154
12,64,58,48,1541.7124246153846
13,35,48,48,400.30542346153845
14,67,55,48,607.4084
15,57,30,48,1310.1816323076926
16,32,31,48,955.9051778846152
17,31,59,48,847.6870615384614
18,35,61,48,857.2358342307693
19,43,61,48,481.2311495
0,70,59,49,1212.7632748076924
1,37,34,49,204.9523823846154
2,31,49,49,1079.9337984615386
3,77,44,49,537.9391430769231
4,47,49,49,245.11182403846152
5,45,51,49,151.85958969230768
6,44,39,49,419.317888
7,38,59,49,423.63022523076927
8,77,34,49,297.504448
9,36,47,49,758.2215769230769
10,73,39,49,220.2881261538461
11,77,42,49,1164.9345178846154
12,64,58,49,1541.7124246153846
13,35,48,49,400.30542346153845
14,67,55,49,607.4084
15,57,30,49,1310.1816323076926
16,32,31,49,955.9051778846152
17,31,59,49,847.6870615384614
18,35,61,49,857.2358342307693
19,43,61,49,481.2311495
0,70,59,50,1212.7632748076924
1,37,34,50,204.9523823846154
2,31,49,50,1079.9337984615386
3,77,44,50,537.9391430769231
4,47,49,50,245.11182403846152
5,45,51,50,151.85958969230768
6,44,39,50,419.317888
7,38,59,50,423.63022523076927
8,77,34,50,297.504448
9,36,47,50,758.2215769230769
10,73,39,50,220.2881261538461
11,77,42,50,1164.9345178846154
12,64,58,50,1541.7124246153846
13,35,48,50,400.30542346153845
14,67,55,50,607.4084
15,57,30,50,1310.1816323076926
16,32,31,50,955.9051778846152
17,31,59,50,847.6870615384614
18,35,61,50,857.2358342307693
19,43,61,50,481.2311495
0,70,59,51,1212.7632748076924
1,37,34,51,204.9523823846154
2,31,49,51,1079.9337984615386
3,77,44,51,537.9391430769231
4,47,49,51,245.11182403846152
5,45,51,51,151.85958969230768
6,44,39,51,419.317888
7,38,59,51,423.63022523076927
8,77,34,51,297.504448
9,36,47,51,758.2215769230769
10,73,39,51,220.2881261538461
11,77,42,51,1164.9345178846154
12,64,58,51,1541.7124246153846
13,35,48,51,400.30542346153845
14,67,55,51,607.4084
15,57,30,51,1310.1816323076926
16,32,31,51,955.9051778846152
17,31,59,51,847.6870615384614
18,35,61,51,857.2358342307693
19,43,61,51,481.2311495
