r,c,sp,qref,a
34,54,43,685.9061949096155,1.0
55,37,43,685.9061949096155,1.0
77,52,43,0.0,0.0
35,37,43,0.0,0.0
71,31,43,685.9061949096155,1.0
73,59,43,0.0,0.0
54,41,43,0.0,0.0
68,55,43,0.0,0.0
59,40,43,0.0,0.0
72,58,44,0.0,0.0
70,32,44,685.9061949096155,1.0
41,36,44,0.0,0.0
84,42,44,0.0,0.0
76,61,44,0.0,0.0
72,45,44,685.9061949096155,1.0
37,35,44,0.0,0.0
34,60,44,0.0,0.0
66,39,44,685.9061949096155,1.0
58,52,44,0.0,0.0
54,31,44,685.9061949096155,1.0
34,54,44,685.9061949096155,1.0
55,37,44,0.0,0.0
77,52,44,0.0,0.0
35,37,44,685.9061949096155,1.0
71,31,44,0.0,0.0
73,59,44,685.9061949096155,1.0
54,41,44,685.9061949096155,1.0
68,55,44,0.0,0.0
59,40,44,685.9061949096155,1.0
72,58,45,685.9061949096155,1.0
70,32,45,0.0,0.0
41,36,45,685.9061949096155,1.0
84,42,45,685.9061949096155,1.0
76,61,45,685.9061949096155,1.0
72,45,45,685.9061949096155,1.0
37,35,45,685.9061949096155,1.0
34,60,45,0.0,0.0
66,39,45,0.0,0.0
58,52,45,0.0,0.0
54,31,45,0.0,0.0
34,54,45,685.9061949096155,1.0
55,37,45,0.0,0.0
77,52,45,0.0,0.0
35,37,45,685.9061949096155,1.0
71,31,45,0.0,0.0
73,59,45,0.0,0.0
54,41,45,685.9061949096155,1.0
68,55,45,0.0,0.0
59,40,45,685.9061949096155,1.0
72,58,46,685.9061949096155,1.0
70,32,46,685.9061949096155,1.0
41,36,46,0.0,0.0
84,42,46,0.0,0.0
76,61,46,685.9061949096155,1.0
72,45,46,685.9061949096155,1.0
37,35,46,0.0,0.0
34,60,46,685.9061949096155,1.0
66,39,46,0.0,0.0
58,52,46,685.9061949096155,1.0
54,31,46,685.9061949096155,1.0
34,54,46,685.9061949096155,1.0
55,37,46,685.9061949096155,1.0
77,52,46,685.9061949096155,1.0
35,37,46,685.9061949096155,1.0
71,31,46,685.9061949096155,1.0
73,59,46,0.0,0.0
54,41,46,685.9061949096155,1.0
68,55,46,0.0,0.0
59,40,46,0.0,0.0
72,58,47,685.9061949096155,1.0
70,32,47,0.0,0.0
41,36,47,685.9061949096155,1.0
84,42,47,685.9061949096155,1.0
76,61,47,685.9061949096155,1.0
72,45,47,685.9061949096155,1.0
37,35,47,0.0,0.0
34,60,47,685.9061949096155,1.0
66,39,47,685.9061949096155,1.0
58,52,47,0.0,0.0
54,31,47,685.9061949096155,1.0
34,54,47,0.0,0.0
55,37,47,685.9061949096155,1.0
77,52,47,0.0,0.0
35,37,47,685.9061949096155,1.0
71,31,47,685.9061949096155,1.0
73,59,47,685.9061949096155,1.0
54,41,47,0.0,0.0
68,55,47,0.0,0.0
59,40,47,0.0,0.0
72,58,48,685.9061949096155,1.0
70,32,48,685.9061949096155,1.0
41,36,48,685.9061949096155,1.0
84,42,48,685.9061949096155,1.0
76,61,48,0.0,0.0
72,45,48,0.0,0.0
37,35,48,685.9061949096155,1.0
34,60,48,0.0,0.0
66,39,48,0.0,0.0
58,52,48,0.0,0.0
54,31,48,685.9061949096155,1.0
34,54,48,685.9061949096155,1.0
55,37,48,0.0,0.0
77,52,48,0.0,0.0
35,37,48,685.9061949096155,1.0
71,31,48,685.9061949096155,1.0
73,59,48,685.9061949096155,1.0
54,41,48,685.9061949096155,1.0
68,55,48,685.9061949096155,1.0
59,40,48,685.9061949096155,1.0
72,58,49,0.0,0.0
70,32,49,685.9061949096155,1.0
41,36,49,685.9061949096155,1.0
84,42,49,0.0,0.0
76,61,49,0.0,0.0
72,45,49,0.0,0.0
37,35,49,0.0,0.0
34,60,49,685.9061949096155,1.0
66,39,49,685.9061949096155,1.0
58,52,49,0.0,0.0
54,31,49,685.9061949096155,1.0
34,54,49,0.0,0.0
55,37,49,0.0,0.0
77,52,49,685.9061949096155,1.0
35,37,49,0.0,0.0
71,31,49,685.9061949096155,1.0
73,59,49,0.0,0.0
54,41,49,0.0,0.0
68,55,49,685.9061949096155,1.0
59,40,49,0.0,0.0
72,58,50,0.0,0.0
70,32,50,685.9061949096155,1.0
41,36,50,685.9061949096155,1.0
84,42,50,685.9061949096155,1.0
76,61,50,685.9061949096155,1.0
72,45,50,685.9061949096155,1.0
37,35,50,685.9061949096155,1.0
34,60,50,0.0,0.0
66,39,50,0.0,0.0
58,52,50,685.9061949096155,1.0
54,31,50,0.0,0.0
34,54,50,0.0,0.0
55,37,50,685.9061949096155,1.0
77,52,50,685.9061949096155,1.0
35,37,50,0.0,0.0
71,31,50,0.0,0.0
73,59,50,685.9061949096155,1.0
54,41,50,0.0,0.0
68,55,50,685.9061949096155,1.0
59,40,50,0.0,0.0
72,58,51,0.0,0.0
70,32,51,685.9061949096155,1.0
41,36,51,685.9061949096155,1.0
84,42,51,0.0,0.0
76,61,51,685.9061949096155,1.0
72,45,51,685.9061949096155,1.0
37,35,51,685.9061949096155,1.0
34,60,51,685.9061949096155,1.0
66,39,51,0.0,0.0
58,52,51,0.0,0.0
54,31,51,685.9061949096155,1.0
34,54,51,685.9061949096155,1.0
55,37,51,685.9061949096155,1.0
77,52,51,0.0,0.0
35,37,51,685.9061949096155,1.0
71,31,51,685.9061949096155,1.0
73,59,51,685.9061949096155,1.0
54,41,51,0.0,0.0
68,55,51,0.0,0.0
59,40,51,685.9061949096155,1.0
