name,value,group,weight
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp46,2123.5,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp47,2123.49,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp48,2116.08,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp49,2116.18,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp5,2278.21,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp50,2108.65,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp51,2108.84,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp52,2101.21,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp53,2101.49,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp54,2093.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp55,2094.13,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp56,2086.35,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp57,2086.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp58,2078.97,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp59,2079.41,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp6,2270.84,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp60,2071.61,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp61,2072.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp62,2064.29,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp63,2064.69,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp64,2056.98,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp65,2057.33,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp66,2049.68,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp67,2049.97,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp68,2042.38,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp69,2042.6,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp7,2270.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp70,2035.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp71,2035.24,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp72,2027.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp73,2027.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp74,2020.42,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp75,2020.52,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp76,2013.08,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp77,2013.15,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp78,2005.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp79,2005.79,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp8,2263.48,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp80,1998.4,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp81,1998.43,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp82,1991.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp83,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp84,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp85,1991.03,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp86,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp87,1991,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp88,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp89,1990.95,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp9,2263.48,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp90,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp91,1990.87,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp92,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp93,1990.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp94,2292.92,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp95,1990.64,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp96,2292.91,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp97,1990.51,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp98,2292.91,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p20_cp99,1990.4,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp0,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp1,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp10,2256.11,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp100,2292.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp101,1990.29,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp102,2292.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp103,1990.33,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp104,2292.87,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp105,1990.44,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp106,2292.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp107,1990.59,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp108,2292.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp109,1990.73,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp11,2256.12,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp110,2292.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp111,1990.84,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp112,2292.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp113,1990.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp114,2292.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp115,1990.99,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp116,2292.87,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp117,1991.02,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp118,2292.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp119,1991.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp12,2248.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp120,2292.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp121,1991.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp122,2292.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp123,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp124,2292.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp125,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp126,2292.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp127,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp128,2292.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp129,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp13,2248.75,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp130,2292.81,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp131,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp132,2292.75,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp133,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp134,2292.67,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp135,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp136,2292.58,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp137,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp138,2292.51,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp139,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp14,2241.36,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp140,2292.48,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp141,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp142,2292.5,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp143,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp144,2292.57,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp145,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp146,2292.66,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp147,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp148,2292.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp149,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp15,2241.39,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp150,2292.8,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp151,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp152,2292.83,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp153,1991.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp154,2292.84,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp155,1991.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp156,2292.81,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp157,1991.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp158,2292.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp159,1991.02,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp16,2233.99,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp160,2292.6,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp161,1990.98,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp162,2292.38,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp163,1990.92,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp164,2292.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp165,1990.82,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp166,2291.63,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp167,1990.67,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp168,2291.12,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp169,1990.46,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp17,2234.02,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp170,2290.61,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp171,1990.18,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp172,2290.22,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp173,1989.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp174,2290.08,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp175,1989.54,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp176,2290.25,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp177,1989.27,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp178,2290.67,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp179,1989.1,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp18,2226.61,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp180,2291.19,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp181,1989.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp182,2291.7,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp183,1989.17,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp184,2292.12,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp185,1989.39,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp186,2292.43,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp187,1989.7,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp188,2292.64,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp189,1990.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp19,2226.64,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp190,2292.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp191,1990.35,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp192,2292.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp193,1990.6,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp194,2292.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp195,1990.78,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp196,2292.91,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp197,1990.9,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp198,2292.92,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp199,1990.98,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp2,2285.57,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp20,2219.23,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp200,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp201,1991.02,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp202,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp203,1991.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp204,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp205,1991.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp206,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp207,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp208,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp209,1991.06,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp21,2219.24,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp210,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp211,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp22,2211.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp23,2211.83,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp24,2204.5,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp25,2204.38,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp26,2197.14,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp27,2196.89,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp28,2189.79,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp29,2189.37,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp3,2285.57,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp30,2182.44,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp31,2181.84,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp32,2175.09,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp33,2174.33,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp34,2167.74,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp35,2166.91,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp36,2160.38,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp37,2159.61,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp38,2153.02,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p21_cp39,2152.38,oname:obs.csv_otype:lst_usecol:obsval,10
