r,c,sp,qref,a
71,31,36,1330.8627662425372,1.0
73,59,36,1330.8627662425372,1.0
54,41,36,1330.8627662425372,1.0
68,55,36,1330.8627662425372,1.0
59,40,36,1330.8627662425372,1.0
72,58,37,1330.8627662425372,1.0
70,32,37,1330.8627662425372,1.0
41,36,37,1330.8627662425372,1.0
84,42,37,1330.8627662425372,1.0
76,61,37,1330.8627662425372,1.0
72,45,37,1330.8627662425372,1.0
37,35,37,1330.8627662425372,1.0
34,60,37,1330.8627662425372,1.0
66,39,37,1330.8627662425372,1.0
58,52,37,1330.8627662425372,1.0
54,31,37,1330.8627662425372,1.0
34,54,37,1330.8627662425372,1.0
55,37,37,1330.8627662425372,1.0
77,52,37,1330.8627662425372,1.0
35,37,37,1330.8627662425372,1.0
71,31,37,1330.8627662425372,1.0
73,59,37,1330.8627662425372,1.0
54,41,37,1330.8627662425372,1.0
68,55,37,1330.8627662425372,1.0
59,40,37,1330.8627662425372,1.0
72,58,38,1330.8627662425372,1.0
70,32,38,1330.8627662425372,1.0
41,36,38,1330.8627662425372,1.0
84,42,38,1330.8627662425372,1.0
76,61,38,1330.8627662425372,1.0
72,45,38,1330.8627662425372,1.0
37,35,38,1330.8627662425372,1.0
34,60,38,1330.8627662425372,1.0
66,39,38,1330.8627662425372,1.0
58,52,38,1330.8627662425372,1.0
54,31,38,1330.8627662425372,1.0
34,54,38,1330.8627662425372,1.0
55,37,38,1330.8627662425372,1.0
77,52,38,1330.8627662425372,1.0
35,37,38,1330.8627662425372,1.0
71,31,38,1330.8627662425372,1.0
73,59,38,1330.8627662425372,1.0
54,41,38,1330.8627662425372,1.0
68,55,38,1330.8627662425372,1.0
59,40,38,1330.8627662425372,1.0
72,58,39,1330.8627662425372,1.0
70,32,39,1330.8627662425372,1.0
41,36,39,1330.8627662425372,1.0
84,42,39,1330.8627662425372,1.0
76,61,39,1330.8627662425372,1.0
72,45,39,1330.8627662425372,1.0
37,35,39,1330.8627662425372,1.0
34,60,39,1330.8627662425372,1.0
66,39,39,1330.8627662425372,1.0
58,52,39,1330.8627662425372,1.0
54,31,39,1330.8627662425372,1.0
34,54,39,1330.8627662425372,1.0
55,37,39,1330.8627662425372,1.0
77,52,39,1330.8627662425372,1.0
35,37,39,1330.8627662425372,1.0
71,31,39,1330.8627662425372,1.0
73,59,39,1330.8627662425372,1.0
54,41,39,1330.8627662425372,1.0
68,55,39,1330.8627662425372,1.0
59,40,39,1330.8627662425372,1.0
72,58,40,1330.8627662425372,1.0
70,32,40,1330.8627662425372,1.0
41,36,40,1330.8627662425372,1.0
84,42,40,1330.8627662425372,1.0
76,61,40,1330.8627662425372,1.0
72,45,40,1330.8627662425372,1.0
37,35,40,1330.8627662425372,1.0
34,60,40,1330.8627662425372,1.0
66,39,40,1330.8627662425372,1.0
58,52,40,1330.8627662425372,1.0
54,31,40,1330.8627662425372,1.0
34,54,40,1330.8627662425372,1.0
55,37,40,1330.8627662425372,1.0
77,52,40,1330.8627662425372,1.0
35,37,40,1330.8627662425372,1.0
71,31,40,1330.8627662425372,1.0
73,59,40,1330.8627662425372,1.0
54,41,40,1330.8627662425372,1.0
68,55,40,1330.8627662425372,1.0
59,40,40,1330.8627662425372,1.0
72,58,41,1330.8627662425372,1.0
70,32,41,1330.8627662425372,1.0
41,36,41,1330.8627662425372,1.0
84,42,41,1330.8627662425372,1.0
76,61,41,1330.8627662425372,1.0
72,45,41,1330.8627662425372,1.0
37,35,41,1330.8627662425372,1.0
34,60,41,1330.8627662425372,1.0
66,39,41,1330.8627662425372,1.0
58,52,41,1330.8627662425372,1.0
54,31,41,1330.8627662425372,1.0
34,54,41,1330.8627662425372,1.0
55,37,41,1330.8627662425372,1.0
77,52,41,1330.8627662425372,1.0
35,37,41,1330.8627662425372,1.0
71,31,41,1330.8627662425372,1.0
73,59,41,1330.8627662425372,1.0
54,41,41,1330.8627662425372,1.0
68,55,41,1330.8627662425372,1.0
59,40,41,1330.8627662425372,1.0
72,58,42,1330.8627662425372,1.0
70,32,42,1330.8627662425372,1.0
41,36,42,1330.8627662425372,1.0
84,42,42,1330.8627662425372,1.0
76,61,42,1330.8627662425372,1.0
72,45,42,1330.8627662425372,1.0
37,35,42,1330.8627662425372,1.0
34,60,42,1330.8627662425372,1.0
66,39,42,1330.8627662425372,1.0
58,52,42,1330.8627662425372,1.0
54,31,42,1330.8627662425372,1.0
34,54,42,1330.8627662425372,1.0
55,37,42,1330.8627662425372,1.0
77,52,42,1330.8627662425372,1.0
35,37,42,1330.8627662425372,1.0
71,31,42,1330.8627662425372,1.0
73,59,42,1330.8627662425372,1.0
54,41,42,1330.8627662425372,1.0
68,55,42,1330.8627662425372,1.0
59,40,42,1330.8627662425372,1.0
72,58,43,1330.8627662425372,1.0
70,32,43,1330.8627662425372,1.0
41,36,43,1330.8627662425372,1.0
84,42,43,1330.8627662425372,1.0
76,61,43,1330.8627662425372,1.0
72,45,43,1330.8627662425372,1.0
37,35,43,1330.8627662425372,1.0
34,60,43,1330.8627662425372,1.0
66,39,43,1330.8627662425372,1.0
58,52,43,1330.8627662425372,1.0
54,31,43,1330.8627662425372,1.0
34,54,43,1330.8627662425372,1.0
55,37,43,1330.8627662425372,1.0
77,52,43,1330.8627662425372,1.0
35,37,43,1330.8627662425372,1.0
71,31,43,1330.8627662425372,1.0
73,59,43,1330.8627662425372,1.0
54,41,43,1330.8627662425372,1.0
68,55,43,1330.8627662425372,1.0
59,40,43,1330.8627662425372,1.0
72,58,44,1330.8627662425372,1.0
70,32,44,1330.8627662425372,1.0
41,36,44,1330.8627662425372,1.0
84,42,44,1330.8627662425372,1.0
76,61,44,1330.8627662425372,1.0
72,45,44,1330.8627662425372,1.0
37,35,44,1330.8627662425372,1.0
34,60,44,1330.8627662425372,1.0
66,39,44,1330.8627662425372,1.0
58,52,44,1330.8627662425372,1.0
54,31,44,1330.8627662425372,1.0
34,54,44,1330.8627662425372,1.0
55,37,44,1330.8627662425372,1.0
77,52,44,1330.8627662425372,1.0
35,37,44,1330.8627662425372,1.0
71,31,44,1330.8627662425372,1.0
73,59,44,1330.8627662425372,1.0
54,41,44,1330.8627662425372,1.0
68,55,44,1330.8627662425372,1.0
59,40,44,1330.8627662425372,1.0
72,58,45,1330.8627662425372,1.0
70,32,45,1330.8627662425372,1.0
41,36,45,1330.8627662425372,1.0
84,42,45,1330.8627662425372,1.0
76,61,45,1330.8627662425372,1.0
72,45,45,1330.8627662425372,1.0
37,35,45,1330.8627662425372,1.0
34,60,45,1330.8627662425372,1.0
66,39,45,1330.8627662425372,1.0
58,52,45,1330.8627662425372,1.0
54,31,45,1330.8627662425372,1.0
34,54,45,1330.8627662425372,1.0
55,37,45,1330.8627662425372,1.0
77,52,45,1330.8627662425372,1.0
35,37,45,1330.8627662425372,1.0
71,31,45,1330.8627662425372,1.0
73,59,45,1330.8627662425372,1.0
54,41,45,1330.8627662425372,1.0
68,55,45,1330.8627662425372,1.0
59,40,45,1330.8627662425372,1.0
72,58,46,1330.8627662425372,1.0
70,32,46,1330.8627662425372,1.0
41,36,46,1330.8627662425372,1.0
84,42,46,1330.8627662425372,1.0
76,61,46,1330.8627662425372,1.0
72,45,46,1330.8627662425372,1.0
37,35,46,1330.8627662425372,1.0
34,60,46,1330.8627662425372,1.0
66,39,46,1330.8627662425372,1.0
58,52,46,1330.8627662425372,1.0
54,31,46,1330.8627662425372,1.0
34,54,46,1330.8627662425372,1.0
55,37,46,1330.8627662425372,1.0
77,52,46,1330.8627662425372,1.0
35,37,46,1330.8627662425372,1.0
71,31,46,1330.8627662425372,1.0
73,59,46,1330.8627662425372,1.0
54,41,46,1330.8627662425372,1.0
68,55,46,1330.8627662425372,1.0
59,40,46,1330.8627662425372,1.0
72,58,47,1330.8627662425372,1.0
70,32,47,1330.8627662425372,1.0
41,36,47,1330.8627662425372,1.0
84,42,47,1330.8627662425372,1.0
76,61,47,1330.8627662425372,1.0
72,45,47,1330.8627662425372,1.0
37,35,47,1330.8627662425372,1.0
34,60,47,1330.8627662425372,1.0
66,39,47,1330.8627662425372,1.0
58,52,47,1330.8627662425372,1.0
54,31,47,1330.8627662425372,1.0
34,54,47,1330.8627662425372,1.0
55,37,47,1330.8627662425372,1.0
77,52,47,1330.8627662425372,1.0
35,37,47,1330.8627662425372,1.0
71,31,47,1330.8627662425372,1.0
73,59,47,1330.8627662425372,1.0
54,41,47,1330.8627662425372,1.0
68,55,47,1330.8627662425372,1.0
59,40,47,1330.8627662425372,1.0
72,58,48,1330.8627662425372,1.0
70,32,48,1330.8627662425372,1.0
41,36,48,1330.8627662425372,1.0
84,42,48,1330.8627662425372,1.0
76,61,48,1330.8627662425372,1.0
72,45,48,1330.8627662425372,1.0
37,35,48,1330.8627662425372,1.0
34,60,48,1330.8627662425372,1.0
66,39,48,1330.8627662425372,1.0
58,52,48,1330.8627662425372,1.0
54,31,48,1330.8627662425372,1.0
34,54,48,1330.8627662425372,1.0
55,37,48,1330.8627662425372,1.0
77,52,48,1330.8627662425372,1.0
35,37,48,1330.8627662425372,1.0
71,31,48,1330.8627662425372,1.0
73,59,48,1330.8627662425372,1.0
54,41,48,1330.8627662425372,1.0
68,55,48,1330.8627662425372,1.0
59,40,48,1330.8627662425372,1.0
72,58,49,1330.8627662425372,1.0
70,32,49,1330.8627662425372,1.0
41,36,49,1330.8627662425372,1.0
84,42,49,1330.8627662425372,1.0
76,61,49,1330.8627662425372,1.0
72,45,49,1330.8627662425372,1.0
37,35,49,1330.8627662425372,1.0
34,60,49,1330.8627662425372,1.0
66,39,49,1330.8627662425372,1.0
58,52,49,1330.8627662425372,1.0
54,31,49,1330.8627662425372,1.0
34,54,49,1330.8627662425372,1.0
55,37,49,1330.8627662425372,1.0
77,52,49,1330.8627662425372,1.0
35,37,49,1330.8627662425372,1.0
71,31,49,1330.8627662425372,1.0
73,59,49,1330.8627662425372,1.0
54,41,49,1330.8627662425372,1.0
68,55,49,1330.8627662425372,1.0
59,40,49,1330.8627662425372,1.0
72,58,50,1330.8627662425372,1.0
70,32,50,1330.8627662425372,1.0
41,36,50,1330.8627662425372,1.0
84,42,50,1330.8627662425372,1.0
76,61,50,1330.8627662425372,1.0
72,45,50,1330.8627662425372,1.0
37,35,50,1330.8627662425372,1.0
34,60,50,1330.8627662425372,1.0
66,39,50,1330.8627662425372,1.0
58,52,50,1330.8627662425372,1.0
54,31,50,1330.8627662425372,1.0
34,54,50,1330.8627662425372,1.0
55,37,50,1330.8627662425372,1.0
77,52,50,1330.8627662425372,1.0
35,37,50,1330.8627662425372,1.0
71,31,50,1330.8627662425372,1.0
73,59,50,1330.8627662425372,1.0
54,41,50,1330.8627662425372,1.0
68,55,50,1330.8627662425372,1.0
59,40,50,1330.8627662425372,1.0
72,58,51,1330.8627662425372,1.0
70,32,51,1330.8627662425372,1.0
41,36,51,1330.8627662425372,1.0
84,42,51,1330.8627662425372,1.0
76,61,51,1330.8627662425372,1.0
72,45,51,1330.8627662425372,1.0
37,35,51,1330.8627662425372,1.0
34,60,51,1330.8627662425372,1.0
66,39,51,1330.8627662425372,1.0
58,52,51,1330.8627662425372,1.0
54,31,51,1330.8627662425372,1.0
34,54,51,1330.8627662425372,1.0
55,37,51,1330.8627662425372,1.0
77,52,51,1330.8627662425372,1.0
35,37,51,1330.8627662425372,1.0
71,31,51,1330.8627662425372,1.0
73,59,51,1330.8627662425372,1.0
54,41,51,1330.8627662425372,1.0
68,55,51,1330.8627662425372,1.0
59,40,51,1330.8627662425372,1.0
